interview_id,candidate_id,stage,stage_date,status,outcome,feedback_score,interviewer
1320,999,Application,2023-05-18,Rejected,Other,,
1321,1000,Application,2023-07-12,Rejected,Other,,
1322,1001,Application,2023-08-22,Rejected,Other,,
1323,1002,Application,2023-01-23,Rejected,Other,,
1324,1003,Application,2023-05-07,Rejected,Other,,
1325,1004,Application,2023-09-19,Rejected,Other,,
1326,1005,Application,2023-02-19,Rejected,Other,,
1327,1006,Application,2023-04-29,Rejected,Other,,
1328,1007,Application,2023-05-07,Rejected,Other,,
1329,1008,Application,2023-06-06,In Progress,Advancing to next stage,,
1330,1008,Phone Screen,2023-06-09,In Progress,Advancing to next stage,4.0,Michael Travis
1331,1008,Technical Assessment,2023-06-10,In Progress,Advancing to next stage,,
1332,1008,First Interview,2023-06-10,Rejected,Did not meet requirements,,
1333,1009,Application,2024-03-06,In Progress,Advancing to next stage,,
1334,1009,Phone Screen,2024-03-14,In Progress,Advancing to next stage,5.0,Jonathan Glover
1335,1009,Technical Assessment,2024-03-19,In Progress,Advancing to next stage,,
1336,1009,First Interview,2024-03-19,Rejected,Did not meet requirements,,
1337,1010,Application,2023-05-21,Rejected,Other,,
1338,1011,Application,2023-05-01,In Progress,Advancing to next stage,,
1339,1011,Phone Screen,2023-05-01,Rejected,Did not meet requirements,,
1340,1012,Application,2024-05-24,Rejected,Other,,
1341,1013,Application,2023-09-27,Rejected,Other,,
1342,1014,Application,2024-02-24,In Progress,Advancing to next stage,,
1343,1014,Phone Screen,2024-02-27,Rejected,Communication issues,2.0,Erin Carter
1344,1015,Application,2024-05-23,Rejected,Other,,
1345,1016,Application,2023-08-29,Rejected,Other,,
1346,1017,Application,2023-04-24,Rejected,Other,,
1347,1018,Application,2023-04-03,Rejected,Other,,
1348,1019,Application,2023-09-20,Rejected,Other,,
1349,1020,Application,2023-09-28,In Progress,Advancing to next stage,,
1350,1020,Phone Screen,2023-10-01,Rejected,Communication issues,3.0,Brenda Bradley
1351,1021,Application,2023-06-28,In Progress,Advancing to next stage,,
1352,1021,Phone Screen,2023-06-28,Rejected,Did not meet requirements,,
1353,1022,Application,2023-11-17,Rejected,Other,,
1354,1023,Application,2023-02-16,In Progress,Advancing to next stage,,
1355,1023,Phone Screen,2023-02-16,Rejected,Did not meet requirements,,
1356,1024,Application,2023-06-24,In Progress,Advancing to next stage,,
1357,1024,Phone Screen,2023-06-24,Rejected,Did not meet requirements,,
1358,1025,Application,2023-10-02,Rejected,Other,,
1359,1026,Application,2023-07-07,Rejected,Other,,
1360,1027,Application,2024-04-12,In Progress,Advancing to next stage,,
1361,1027,Phone Screen,2024-04-17,Rejected,Insufficient experience,1.0,Kevin Berry
1362,1028,Application,2024-03-07,Rejected,Other,,
1363,1029,Application,2023-03-02,Rejected,Other,,
1364,1030,Application,2024-05-09,Rejected,Other,,
1365,1031,Application,2024-01-24,Rejected,Other,,
1366,1032,Application,2023-05-14,In Progress,Advancing to next stage,,
1367,1032,Phone Screen,2023-05-19,In Progress,Advancing to next stage,4.0,Jennifer Anderson
1368,1032,Technical Assessment,2023-05-19,Rejected,Did not meet requirements,,
1369,1033,Application,2024-02-26,In Progress,Advancing to next stage,,
1370,1033,Phone Screen,2024-02-26,Rejected,Did not meet requirements,,
1371,1034,Application,2023-09-25,In Progress,Advancing to next stage,,
1372,1034,Phone Screen,2023-09-25,Rejected,Did not meet requirements,,
1373,1035,Application,2024-06-21,In Progress,Advancing to next stage,,
1374,1035,Phone Screen,2024-06-27,Rejected,Insufficient experience,2.0,Tyler Miranda
1375,1036,Application,2023-12-13,In Progress,Advancing to next stage,,
1376,1036,Phone Screen,2023-12-13,Rejected,Did not meet requirements,,
1377,1037,Application,2023-04-08,In Progress,Advancing to next stage,,
1378,1037,Phone Screen,2023-04-08,Rejected,Did not meet requirements,,
1379,1038,Application,2023-12-21,Rejected,Other,,
1380,1039,Application,2023-02-25,In Progress,Advancing to next stage,,
1381,1039,Phone Screen,2023-02-25,Rejected,Did not meet requirements,,
1382,1040,Application,2024-04-25,Rejected,Other,,
1383,1041,Application,2024-05-18,In Progress,Advancing to next stage,,
1384,1041,Phone Screen,2024-05-18,Rejected,Did not meet requirements,,
1385,1042,Application,2023-10-12,Rejected,Other,,
1386,1043,Application,2024-01-23,Rejected,Other,,
1387,1044,Application,2024-04-15,Rejected,Other,,
1388,1045,Application,2023-04-01,In Progress,Advancing to next stage,,
1389,1045,Phone Screen,2023-04-01,Rejected,Did not meet requirements,,
1390,1046,Application,2023-05-02,In Progress,Advancing to next stage,,
1391,1046,Phone Screen,2023-05-06,Rejected,Communication issues,2.0,Nicholas Chung
1392,1047,Application,2024-02-18,Rejected,Other,,
1393,1048,Application,2023-01-01,In Progress,Advancing to next stage,,
1394,1048,Phone Screen,2023-01-01,Rejected,Did not meet requirements,,
1395,1049,Application,2024-06-04,Rejected,Other,,
1396,1050,Application,2023-12-16,Rejected,Other,,
1397,1052,Application,2024-04-29,Rejected,Other,,
1398,1053,Application,2023-04-10,In Progress,Advancing to next stage,,
1399,1053,Phone Screen,2023-04-10,Rejected,Did not meet requirements,,
1400,1054,Application,2023-12-30,Rejected,Other,,
1401,1055,Application,2024-01-18,In Progress,Advancing to next stage,,
1402,1055,Phone Screen,2024-01-23,Rejected,Insufficient experience,1.0,Kayla Thomas
1403,1056,Application,2024-05-19,Rejected,Other,,
1404,1057,Application,2023-09-18,Rejected,Other,,
1405,1059,Application,2023-07-15,Rejected,Other,,
1406,1060,Application,2023-02-17,In Progress,Advancing to next stage,,
1407,1060,Phone Screen,2023-02-20,In Progress,Advancing to next stage,4.0,Robert Shepherd
1408,1060,Technical Assessment,2023-02-20,Rejected,Did not meet requirements,,
1409,1061,Application,2024-04-13,Rejected,Other,,
1410,1062,Application,2024-05-25,Rejected,Other,,
1411,1063,Application,2023-02-19,Rejected,Other,,
1412,1065,Application,2023-05-12,Rejected,Other,,
1413,1066,Application,2023-11-26,In Progress,Advancing to next stage,,
1414,1066,Phone Screen,2023-11-26,Rejected,Did not meet requirements,,
1415,1067,Application,2023-09-12,In Progress,Advancing to next stage,,
1416,1067,Phone Screen,2023-09-18,In Progress,Advancing to next stage,5.0,Steven Swanson
1417,1067,Technical Assessment,2023-09-19,Rejected,Below threshold score,,
1418,1068,Application,2023-10-29,In Progress,Advancing to next stage,,
1419,1068,Phone Screen,2023-10-29,Rejected,Did not meet requirements,,
1420,1069,Application,2024-02-27,Rejected,Other,,
1421,1070,Application,2023-11-18,Rejected,Other,,
1422,1071,Application,2023-08-03,Rejected,Other,,
1423,1072,Application,2023-05-16,Rejected,Other,,
1424,1073,Application,2023-04-29,Rejected,Other,,
1425,1074,Application,2024-03-03,Rejected,Other,,
1426,1075,Application,2023-01-14,Rejected,Other,,
1427,1076,Application,2024-01-26,Rejected,Other,,
1428,1077,Application,2023-02-27,In Progress,Advancing to next stage,,
1429,1077,Phone Screen,2023-03-05,In Progress,Advancing to next stage,5.0,David Williams
1430,1077,Technical Assessment,2023-03-06,Rejected,Failed technical evaluation,,
1431,1080,Application,2024-01-03,Rejected,Other,,
1432,1081,Application,2024-02-03,Rejected,Other,,
1433,1082,Application,2023-02-18,In Progress,Advancing to next stage,,
1434,1082,Phone Screen,2023-02-18,Rejected,Did not meet requirements,,
1435,1083,Application,2023-11-17,Rejected,Other,,
1436,1084,Application,2023-09-15,Rejected,Other,,
1437,1085,Application,2023-08-19,Rejected,Other,,
1438,1086,Application,2023-07-18,Rejected,Other,,
1439,1088,Application,2024-01-22,In Progress,Advancing to next stage,,
1440,1088,Phone Screen,2024-01-22,Rejected,Did not meet requirements,,
1441,1089,Application,2023-09-28,Rejected,Other,,
1442,1090,Application,2023-01-06,Rejected,Other,,
1443,1092,Application,2023-11-05,Rejected,Other,,
1444,1093,Application,2024-01-02,Rejected,Other,,
1445,1095,Application,2024-06-01,Rejected,Other,,
1446,1096,Application,2024-02-18,Rejected,Other,,
1447,1098,Application,2023-10-28,Rejected,Other,,
1448,1099,Application,2024-05-01,Rejected,Other,,
1449,1102,Application,2023-04-27,Rejected,Other,,
1450,1103,Application,2023-10-17,Rejected,Other,,
1451,1104,Application,2024-06-10,Rejected,Other,,
1452,1105,Application,2023-02-14,In Progress,Advancing to next stage,,
1453,1105,Phone Screen,2023-02-14,Rejected,Did not meet requirements,,
1454,1106,Application,2024-06-10,Rejected,Other,,
1455,1107,Application,2023-01-08,Rejected,Other,,
1456,1108,Application,2024-03-10,Rejected,Other,,
1457,1109,Application,2023-03-15,Rejected,Other,,
1458,1110,Application,2023-12-06,Rejected,Other,,
1459,1111,Application,2023-02-25,Rejected,Other,,
1460,1112,Application,2023-03-14,Rejected,Other,,
1461,1113,Application,2024-02-22,In Progress,Advancing to next stage,,
1462,1113,Phone Screen,2024-02-22,Rejected,Did not meet requirements,,
1463,1114,Application,2024-02-19,In Progress,Advancing to next stage,,
1464,1114,Phone Screen,2024-02-24,Rejected,Not a culture fit,2.0,Justin Bishop
1465,1115,Application,2024-02-03,Rejected,Other,,
1466,1116,Application,2023-03-06,Rejected,Other,,
1467,1117,Application,2023-03-16,Rejected,Other,,
1468,1118,Application,2023-10-24,In Progress,Advancing to next stage,,
1469,1118,Phone Screen,2023-10-24,Rejected,Did not meet requirements,,
1470,1119,Application,2023-10-16,Rejected,Other,,
1471,1120,Application,2023-02-01,Rejected,Other,,
1472,1121,Application,2023-08-14,In Progress,Advancing to next stage,,
1473,1121,Phone Screen,2023-08-14,Rejected,Did not meet requirements,,
1474,1122,Application,2023-10-30,Rejected,Other,,
1475,1123,Application,2024-01-18,Rejected,Other,,
1476,1125,Application,2024-02-08,Rejected,Other,,
1477,1126,Application,2023-11-09,Rejected,Other,,
1478,1127,Application,2024-02-27,Rejected,Other,,
1479,1128,Application,2023-07-08,Rejected,Other,,
1480,1129,Application,2023-07-18,Rejected,Other,,
1481,1130,Application,2023-02-25,Rejected,Other,,
1482,1131,Application,2023-03-16,Rejected,Other,,
1483,1132,Application,2023-04-11,Rejected,Other,,
1484,1133,Application,2023-12-05,Rejected,Other,,
1485,1134,Application,2023-04-13,Rejected,Other,,
1486,1135,Application,2023-07-18,Rejected,Other,,
1487,1137,Application,2023-06-06,Rejected,Other,,
1488,1138,Application,2023-11-20,Rejected,Other,,
1489,1139,Application,2023-11-17,Rejected,Other,,
1490,1140,Application,2024-03-22,Rejected,Other,,
1491,1141,Application,2023-12-06,In Progress,Advancing to next stage,,
1492,1141,Phone Screen,2023-12-06,Rejected,Did not meet requirements,,
1493,1142,Application,2024-01-03,Rejected,Other,,
1494,1143,Application,2023-04-22,Rejected,Other,,
1495,1144,Application,2023-10-15,In Progress,Advancing to next stage,,
1496,1144,Phone Screen,2023-10-23,Rejected,Communication issues,2.0,Clifford Mcdonald
1497,1145,Application,2023-09-27,Rejected,Other,,
1498,1146,Application,2024-06-03,In Progress,Advancing to next stage,,
1499,1146,Phone Screen,2024-06-03,Rejected,Did not meet requirements,,
1500,1148,Application,2023-09-24,Rejected,Other,,
1501,1149,Application,2023-06-02,Rejected,Other,,
1502,1150,Application,2023-10-25,In Progress,Advancing to next stage,,
1503,1150,Phone Screen,2023-10-25,Rejected,Did not meet requirements,,
1504,1151,Application,2024-02-11,Rejected,Other,,
1505,1152,Application,2023-09-02,In Progress,Advancing to next stage,,
1506,1152,Phone Screen,2023-09-02,Rejected,Did not meet requirements,,
1507,1153,Application,2024-04-01,Rejected,Other,,
1508,1154,Application,2023-05-30,Rejected,Other,,
1509,1155,Application,2023-08-13,In Progress,Advancing to next stage,,
1510,1155,Phone Screen,2023-08-19,In Progress,Advancing to next stage,5.0,Wesley Bowers
1511,1155,Technical Assessment,2023-08-19,Rejected,Did not meet requirements,,
1512,1156,Application,2023-09-28,In Progress,Advancing to next stage,,
1513,1156,Phone Screen,2023-10-03,In Progress,Advancing to next stage,4.0,Jessica Warren
1514,1156,Technical Assessment,2023-10-04,In Progress,Advancing to next stage,,
1515,1156,First Interview,2023-10-07,In Progress,Advancing to next stage,4.0,Dana Savage
1516,1156,Final Interview,2023-10-15,In Progress,Advancing to next stage,5.0,Joseph Sullivan
1517,1156,Reference Check,2023-10-16,In Progress,Advancing to next stage,,
1518,1156,Offer Extended,2023-10-21,In Progress,Advancing to next stage,,
1519,1156,Hired,2023-10-21,Rejected,Did not meet requirements,,
1520,1157,Application,2023-07-31,Rejected,Other,,
1521,1158,Application,2024-04-25,In Progress,Advancing to next stage,,
1522,1158,Phone Screen,2024-04-25,Rejected,Did not meet requirements,,
1523,1159,Application,2023-11-28,In Progress,Advancing to next stage,,
1524,1159,Phone Screen,2023-11-28,Rejected,Did not meet requirements,,
1525,1160,Application,2023-10-08,Rejected,Other,,
1526,1161,Application,2023-06-28,In Progress,Advancing to next stage,,
1527,1161,Phone Screen,2023-06-28,Rejected,Did not meet requirements,,
1528,1163,Application,2023-08-17,Rejected,Other,,
1529,1164,Application,2023-12-20,In Progress,Advancing to next stage,,
1530,1164,Phone Screen,2023-12-20,Rejected,Did not meet requirements,,
1531,1166,Application,2023-06-19,In Progress,Advancing to next stage,,
1532,1166,Phone Screen,2023-06-22,Rejected,Not a culture fit,3.0,Joshua Williams
1533,1167,Application,2023-10-15,Rejected,Other,,
1534,1168,Application,2023-06-11,Rejected,Other,,
1535,1169,Application,2023-08-24,Rejected,Other,,
1536,1170,Application,2023-04-27,In Progress,Advancing to next stage,,
1537,1170,Phone Screen,2023-04-27,Rejected,Did not meet requirements,,
1538,1171,Application,2023-08-04,Rejected,Other,,
1539,1172,Application,2023-01-23,Rejected,Other,,
1540,1173,Application,2023-06-14,Rejected,Other,,
1541,1174,Application,2023-05-31,Rejected,Other,,
1542,1175,Application,2023-07-04,In Progress,Advancing to next stage,,
1543,1175,Phone Screen,2023-07-11,In Progress,Advancing to next stage,3.0,Cory Kelley
1544,1175,Technical Assessment,2023-07-11,Rejected,Did not meet requirements,,
1545,1177,Application,2024-04-04,Rejected,Other,,
1546,1180,Application,2024-06-07,Rejected,Other,,
1547,1181,Application,2024-04-09,In Progress,Advancing to next stage,,
1548,1181,Phone Screen,2024-04-09,Rejected,Did not meet requirements,,
1549,1182,Application,2023-08-24,Rejected,Other,,
1550,1183,Application,2023-04-22,In Progress,Advancing to next stage,,
1551,1183,Phone Screen,2023-04-29,In Progress,Advancing to next stage,4.0,Whitney Macdonald DVM
1552,1183,Technical Assessment,2023-05-02,Rejected,Incomplete submission,,
1553,1184,Application,2024-05-31,In Progress,Advancing to next stage,,
1554,1184,Phone Screen,2024-05-31,Rejected,Did not meet requirements,,
1555,1185,Application,2023-07-01,Rejected,Other,,
1556,1186,Application,2023-02-09,Rejected,Other,,
1557,1187,Application,2023-04-06,Rejected,Other,,
1558,1188,Application,2023-01-02,Rejected,Other,,
1559,1189,Application,2024-01-15,Rejected,Other,,
1560,1190,Application,2023-08-23,Rejected,Other,,
1561,1191,Application,2023-04-11,Rejected,Other,,
1562,1192,Application,2024-05-03,In Progress,Advancing to next stage,,
1563,1192,Phone Screen,2024-05-03,Rejected,Did not meet requirements,,
1564,1194,Application,2023-01-08,Rejected,Other,,
1565,1195,Application,2024-06-16,Rejected,Other,,
1566,1196,Application,2023-07-30,Rejected,Other,,
1567,1197,Application,2023-04-20,Rejected,Other,,
1568,1198,Application,2023-09-25,Rejected,Other,,
1569,1199,Application,2023-10-10,In Progress,Advancing to next stage,,
1570,1199,Phone Screen,2023-10-10,Rejected,Did not meet requirements,,
1571,1201,Application,2024-05-10,Rejected,Other,,
1572,1202,Application,2023-12-19,Rejected,Other,,
